FECHA DE REPORTE;ID;ORDEN DE DROPSHIPPER;HORA;FECHA;NOMBRE CLIENTE;TELÉFONO;EMAIL;TIPO DE IDENTIFICACION;NRO DE IDENTIFICACION;NÚMERO GUIA;ESTATUS;TIPO DE ENVIO;DEPARTAMENTO DESTINO;CIUDAD DESTINO;DIRECCION;NOTAS;TRANSPORTADORA;NUMERO DE FACTURA;VALOR FACTURADO;TOTAL DE LA ORDEN;GANANCIA;PRECIO FLETE;COSTO DEVOLUCION FLETE;COMISION;NOVEDAD;FUE SOLUCIONADA LA NOVEDAD;HORA DE NOVEDAD;FECHA DE NOVEDAD;SOLUCIÓN;HORA DE SOLUCIÓN;FECHA DE SOLUCIÓN;OBSERVACIÓN;HORA DE ÚLTIMO MOVIMIENTO;FECHA DE ÚLTIMO MOVIMIENTO;ÚLTIMO MOVIMIENTO;CONCEPTO ÚLTIMO MOVIMIENTO;UBICACIÓN DE ÚLTIMO MOVIMIENTO;VENDEDOR;TIPO DE TIENDA;TIENDA;ID DE ORDEN DE TIENDA;NUMERO DE PEDIDO DE TIENDA;TAGS;FECHA GENERACION DE GUIA;USUARIO GENERACION DE GUIA;CODIGO POSTAL;CONTADOR DE INDEMNIZACIONES;CONCEPTO ÚLTIMA INDENMIZACIÓN;CATEGORÍAS
05-05-2026;73732374;SI;11:21;29-04-2026;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;;;034056807310;EN REPARTO;CON RECAUDO;NORTE DE SANTANDER;CUCUTA;Información solo visible para el Dropshipper;"CAMISETA TALLA M
BEENUDA TALLA L";ENVIA;;;139900;0;20805,5;0;0;;NO;;;;;;;18:36;30-04-2026;EN BODEGA ORIGEN;EN BODEGA ORIGEN;ESTADO;;;;;;;30/04/2026;Admin (Zona Vip Urban);;0;;Ropa Deportiva, Moda, Deportes
05-05-2026;73653285;SI;16:05;28-04-2026;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;;;034056793863;EN REPARTO;SIN RECAUDO;ANTIOQUIA;APARTADO;Información solo visible para el Dropshipper;Pedido de muestra para tienda;ENVIA;;;150000;0;12912;0;0;;NO;;;;;;;13:32;30-04-2026;GENERADA EN MEDELLIN;1;GENERADA EN MEDELLIN;;;;;;;29/04/2026;Admin (Zona Vip Urban);;0;;Ropa Deportiva, Moda, Deportes
05-05-2026;73646281;SI;15:00;28-04-2026;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;;;034056791806;ENTREGADO;CON RECAUDO;VALLE;CALI;Información solo visible para el Dropshipper;TALLA M CAMISETA PANTALONETA S;ENVIA;;;139900;65000;20805,5;0;0;;NO;;;;;;;13:33;30-04-2026;GENERADA EN MEDELLIN;1;GENERADA EN MEDELLIN;;;;;;;29/04/2026;Admin (Zona Vip Urban);;0;;Ropa Deportiva, Moda, Deportes
05-05-2026;73548347;SI;17:35;27-04-2026;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;;;240051264552;ENTREGADO;CON RECAUDO;ANTIOQUIA;EL BAGRE;Información solo visible para el Dropshipper;;INTERRAPIDISIMO;;;250000;130000;23320;0;0;;NO;;;;;;;01:12;29-04-2026;CENTRO ACOPIO;CENTRO ACOPIO;;;;;;;;28/04/2026;Admin (Zona Vip Urban);;0;;Ropa Deportiva, Moda, Deportes
05-05-2026;73531885;SI;15:23;27-04-2026;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;;;240051230866;ENTREGADO;CON RECAUDO;VALLE;TORO;Información solo visible para el Dropshipper;;INTERRAPIDISIMO;;;519700;235000;43436,5;0;0;;NO;;;;;;;18:06;28-04-2026;ADMITIDA;ADMITIDA;;;;;;;;27/04/2026;Admin (Zona Vip Urban);;0;;Ropa Deportiva, Moda, Deportes
05-05-2026;73605991;SI;09:31;28-04-2026;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;;;034056780635;EN REEXPEDICION;CON RECAUDO;SANTANDER;SABANA DE TORRES;Información solo visible para el Dropshipper;;ENVIA;;;139900;0;20805,5;0;0;;NO;;;;;;;13:32;29-04-2026;GENERADA EN MEDELLIN;1;GENERADA EN MEDELLIN;;;;;;;28/04/2026;Admin (Zona Vip Urban);;0;;Ropa Deportiva, Moda, Deportes
05-05-2026;73574626;SI;22:35;27-04-2026;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;;;V4002531053;EN BODEGA ORIGEN;CON RECAUDO;ANTIOQUIA;BELLO;Información solo visible para el Dropshipper;despachar rapido;VELOCES;;;125900;0;13356,5;0;0;;NO;;;;;;;08:24;04-05-2026;1;1;;;;;;;;28/04/2026;Admin (Zona Vip Urban);;0;;Ropa Deportiva, Moda, Deportes
05-05-2026;73474907;SI;09:07;27-04-2026;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;;;034056771240;ENTREGADO;CON RECAUDO;CUNDINAMARCA;BOGOTA;Información solo visible para el Dropshipper;;ENVIA;;;139900;65000;20805,5;0;0;;NO;;;;;;;18:15;27-04-2026;EN BODEGA ORIGEN;EN BODEGA ORIGEN;ESTADO;;;;;;;27/04/2026;Admin (Zona Vip Urban);;0;;Ropa Deportiva, Moda, Deportes
05-05-2026;73288665;SI;08:17;25-04-2026;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;;;240051082998;ENTREGADO;CON RECAUDO;CESAR;BECERRIL;Información solo visible para el Dropshipper;;INTERRAPIDISIMO;;;250000;130000;28220;0;0;;NO;;;;;;;18:10;27-04-2026;ADMITIDA;ADMITIDA;;;;;;;;25/04/2026;Admin (Zona Vip Urban);;0;;Ropa Deportiva, Moda, Deportes
05-05-2026;73215065;SI;11:59;24-04-2026;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;;;034056762778;ENTREGADO;CON RECAUDO;CUNDINAMARCA;BOGOTA;Información solo visible para el Dropshipper;;ENVIA;;;250000;130000;25760;0;0;;NO;;;;;;;18:15;27-04-2026;EN BODEGA ORIGEN;EN BODEGA ORIGEN;ESTADO;;;;;;;27/04/2026;Admin (Zona Vip Urban);;0;;Ropa Deportiva, Moda, Deportes
05-05-2026;73213834;SI;11:49;24-04-2026;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;;;034056750663;ENTREGADO;CON RECAUDO;RISARALDA;PEREIRA;Información solo visible para el Dropshipper;;ENVIA;;;159900;75000;19307,5;0;0;DESTINATARIO SE REHUSA A RECIBIR;SI;00:00;29-04-2026;Ojo no se tuvo en cuenta la solución dada, cliente confirmó dejar dinero con familiar,favor ofrecer de manera urgente en dirección de la guia cliente esta esperando el pedido, se radica queja 1283495;11:12;29-04-2026;;12:33;25-04-2026;EN BODEGA ORIGEN;EN BODEGA ORIGEN;ESTADO;;;;;;;25/04/2026;Admin (Zona Vip Urban);;0;;Ropa Deportiva, Moda, Deportes
05-05-2026;73190036;SI;08:54;24-04-2026;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;;;034056736659;ENTREGADO;CON RECAUDO;CORDOBA;MONTERIA;Información solo visible para el Dropshipper;;ENVIA;;;139900;65000;20805,5;0;0;;NO;;;;;;;00:46;25-04-2026;DESPACHADA;DESPACHADA;ESTADO;;;;;;;24/04/2026;Admin (Zona Vip Urban);;0;;Ropa Deportiva, Moda, Deportes
05-05-2026;73124743;SI;14:50;23-04-2026;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;;;240050933119;ENTREGADO;CON RECAUDO;LA GUAJIRA;MAICAO;Información solo visible para el Dropshipper;;INTERRAPIDISIMO;;;139900;65000;23265,5;0;0;;NO;;;;;;;16:06;24-04-2026;ADMITIDA;ADMITIDA;;;;;;;;23/04/2026;Admin (Zona Vip Urban);;0;;Ropa Deportiva, Moda, Deportes
05-05-2026;73315394;SI;11:40;25-04-2026;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;;;034056784894;EN BODEGA DESTINO;CON RECAUDO;BOLIVAR;CARTAGENA;Información solo visible para el Dropshipper;;ENVIA;;;149900;0;21255,5;0;0;;NO;;;;;;;13:31;29-04-2026;GENERADA EN MEDELLIN;1;GENERADA EN MEDELLIN;;;;;;;28/04/2026;Admin (Zona Vip Urban);;0;;Ropa Deportiva, Moda, Deportes
05-05-2026;73314729;SI;11:35;25-04-2026;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;;;034056783518;EN BODEGA DESTINO;CON RECAUDO;BOLIVAR;CARTAGENA;Información solo visible para el Dropshipper;FAVOR ENVIAR TALLA XXL;ENVIA;;;139900;0;20805,5;0;0;;NO;;;;;;;13:32;29-04-2026;GENERADA EN MEDELLIN;1;GENERADA EN MEDELLIN;;;;;;;28/04/2026;Admin (Zona Vip Urban);;0;;Ropa Deportiva, Moda, Deportes
05-05-2026;73309932;SI;10:55;25-04-2026;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;;;240051102654;RECHAZADO;CON RECAUDO;VALLE;TORO;Información solo visible para el Dropshipper;;INTERRAPIDISIMO;;;139900;0;23265,5;0;0;;NO;;;;;;;14:22;29-04-2026;RECHAZADO;;;;;;;;,CANCELADO;25/04/2026;Admin (Zona Vip Urban);;0;;Ropa Deportiva, Moda, Deportes
05-05-2026;73015517;SI;14:34;22-04-2026;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;;;240050854921;ENTREGADO;CON RECAUDO;TOLIMA;HONDA;Información solo visible para el Dropshipper;;INTERRAPIDISIMO;;;159900;75000;24165,5;0;0;;NO;;;;;;;01:13;24-04-2026;TRANSITO NACIONAL;TRANSITO NACIONAL;;;;;;;;22/04/2026;Admin (Zona Vip Urban);;0;;Ropa Deportiva, Moda, Deportes
05-05-2026;72989902;SI;10:42;22-04-2026;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;;;36395566495;ENTREGADO;SIN RECAUDO;ANTIOQUIA;MEDELLIN;Información solo visible para el Dropshipper;;COORDINADORA;;;65000;65000;10550;0;0;;NO;;;;;;;11:21;23-04-2026;A RECIBIR POR COORDINADORA;A RECIBIR POR COORDINADORA;;;;;;;;22/04/2026;Admin (Zona Vip Urban);;0;;Ropa Deportiva, Moda, Deportes
05-05-2026;72980720;SI;09:33;22-04-2026;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;;;240050816718;ENTREGADO;CON RECAUDO;ANTIOQUIA;CHIGORODO;Información solo visible para el Dropshipper;;INTERRAPIDISIMO;;;159900;75000;19265,5;0;0;;NO;;;;;;;18:06;23-04-2026;ADMITIDA;ADMITIDA;;;;;;;;22/04/2026;Admin (Zona Vip Urban);;0;;Ropa Deportiva, Moda, Deportes
05-05-2026;72978232;SI;09:13;22-04-2026;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;;;240050816729;ENTREGADO;CON RECAUDO;META;VILLAVICENCIO;Información solo visible para el Dropshipper;;INTERRAPIDISIMO;;;360000;195000;36250;0;0;;NO;;;;;;;18:12;23-04-2026;ADMITIDA;ADMITIDA;;;;;;;;22/04/2026;Admin (Zona Vip Urban);;0;;Ropa Deportiva, Moda, Deportes
05-05-2026;72977335;SI;09:06;22-04-2026;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;;;034056717010;ENTREGADO;CON RECAUDO;CESAR;VALLEDUPAR;Información solo visible para el Dropshipper;;ENVIA;;;139900;65000;20805,5;0;0;;NO;;;;;;;13:31;23-04-2026;MERCANCIA RECOGIDA EN ENVIGADO;23;MERCANCIA RECOGIDA EN ENVIGADO;;;;;;;22/04/2026;Admin (Zona Vip Urban);;0;;Ropa Deportiva, Moda, Deportes
05-05-2026;72974766;SI;08:47;22-04-2026;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;;;240050816748;ENTREGADO;CON RECAUDO;SUCRE;TOLU;Información solo visible para el Dropshipper;;INTERRAPIDISIMO;;;139900;65000;23265,5;0;0;;NO;;;;;;;18:09;25-04-2026;TRANSITO NACIONAL;TRANSITO NACIONAL;;;;;;;;22/04/2026;Admin (Zona Vip Urban);;0;;Ropa Deportiva, Moda, Deportes
05-05-2026;72916305;SI;15:27;21-04-2026;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;;;240050829048;ENTREGADO;CON RECAUDO;ANTIOQUIA;APARTADO;Información solo visible para el Dropshipper;;INTERRAPIDISIMO;;;149900;75000;18815,5;0;0;;NO;;;;;;;20:07;22-04-2026;TRANSITO URBANO;TRANSITO URBANO;;;;;;;;22/04/2026;Admin (Zona Vip Urban);;0;;Ropa Deportiva, Moda, Deportes
05-05-2026;72883274;SI;10:31;21-04-2026;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;;;034056712984;ENTREGADO;CON RECAUDO;CUNDINAMARCA;BOGOTA;Información solo visible para el Dropshipper;;ENVIA;;;159900;75000;21705,5;0;0;;NO;;;;;;;13:32;23-04-2026;MERCANCIA RECOGIDA EN ENVIGADO;23;MERCANCIA RECOGIDA EN ENVIGADO;;;;;;;22/04/2026;Admin (Zona Vip Urban);;0;;Ropa Deportiva, Moda, Deportes
05-05-2026;72864479;SI;08:03;21-04-2026;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;;;240050725342;ENTREGADO;CON RECAUDO;VALLE;TORO;Información solo visible para el Dropshipper;;INTERRAPIDISIMO;;;139900;65000;23265,5;0;0;;NO;;;;;;;18:06;22-04-2026;ADMITIDA;ADMITIDA;;;;;;;;21/04/2026;Admin (Zona Vip Urban);;0;;Ropa Deportiva, Moda, Deportes
05-05-2026;72864344;SI;08:01;21-04-2026;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;;;034056704038;ENTREGADO;CON RECAUDO;CUNDINAMARCA;BOGOTA;Información solo visible para el Dropshipper;;ENVIA;;;139900;65000;20805,5;0;0;;NO;;;;;;;18:29;21-04-2026;EN BODEGA ORIGEN;EN BODEGA ORIGEN;ESTADO;;;;;;;21/04/2026;Admin (Zona Vip Urban);;0;;Ropa Deportiva, Moda, Deportes
05-05-2026;72803021;SI;14:56;20-04-2026;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;;;034056698867;ENTREGADO;CON RECAUDO;MAGDALENA;SANTA MARTA;Información solo visible para el Dropshipper;;ENVIA;;;149900;65000;21255,5;0;0;;NO;;;;;;;18:29;21-04-2026;EN BODEGA ORIGEN;EN BODEGA ORIGEN;ESTADO;;;;;;;21/04/2026;Admin (Zona Vip Urban);;0;;Ropa Deportiva, Moda, Deportes
05-05-2026;72754771;SI;09:31;20-04-2026;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;;;034056743750;ENTREGADO;CON RECAUDO;CUNDINAMARCA;BOGOTA;Información solo visible para el Dropshipper;;ENVIA;;;294000;195000;28819;0;0;;NO;;;;;;;12:33;25-04-2026;EN BODEGA ORIGEN;EN BODEGA ORIGEN;ESTADO;;;;;;;24/04/2026;Admin (Zona Vip Urban);;0;;Ropa Deportiva, Moda, Deportes
05-05-2026;72743171;SI;08:20;20-04-2026;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;;;240050628900;ENTREGADO;CON RECAUDO;ANTIOQUIA;LA CEJA;Información solo visible para el Dropshipper;;INTERRAPIDISIMO;;;250000;130000;23320;0;0;;NO;;;;;;;18:08;20-04-2026;ADMITIDA;ADMITIDA;;;;;;;;20/04/2026;Admin (Zona Vip Urban);;0;;Ropa Deportiva, Moda, Deportes
05-05-2026;72671706;SI;12:28;19-04-2026;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;;;36395547596;ENTREGADO;SIN RECAUDO;CUNDINAMARCA;BOGOTA;Información solo visible para el Dropshipper;;COORDINADORA;;;65000;65000;17028;0;0;;NO;;;;;;;09:42;23-04-2026;EN TERMINAL ORIGEN;EN TERMINAL ORIGEN;;;;;;;;20/04/2026;Admin (Zona Vip Urban);;0;;Ropa Deportiva, Moda, Deportes
05-05-2026;72595550;SI;11:22;18-04-2026;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;;;034056684707;ENTREGADO;CON RECAUDO;BOLIVAR;CARTAGENA;Información solo visible para el Dropshipper;;ENVIA;;;64800;31900;17426;0;0;;NO;;;;;;;18:26;20-04-2026;EN BODEGA ORIGEN;EN BODEGA ORIGEN;ESTADO;;;;;;;20/04/2026;Admin (Zona Vip Urban);;0;;Ropa Deportiva, Moda, Deportes
05-05-2026;72578044;SI;09:12;18-04-2026;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;;;034056683393;ENTREGADO;CON RECAUDO;VALLE;CALI;Información solo visible para el Dropshipper;;ENVIA;;;170000;130000;22160;0;0;;NO;;;;;;;18:26;20-04-2026;EN BODEGA ORIGEN;EN BODEGA ORIGEN;ESTADO;;;;;;;20/04/2026;Admin (Zona Vip Urban);;0;;Ropa Deportiva, Moda, Deportes
05-05-2026;72577265;SI;09:07;18-04-2026;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;;;36395540461;ENTREGADO;CON RECAUDO;CHOCO;ISTMINA;Información solo visible para el Dropshipper;;COORDINADORA;;;210000;130000;25774,5;0;0;;NO;;;;;;;11:26;23-04-2026;A RECIBIR POR COORDINADORA;A RECIBIR POR COORDINADORA;;;;;;;;18/04/2026;Admin (Zona Vip Urban);;0;;Ropa Deportiva, Moda, Deportes
05-05-2026;72571082;SI;08:17;18-04-2026;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;;;240050566228;ENTREGADO;CON RECAUDO;ANTIOQUIA;CHIGORODO;Información solo visible para el Dropshipper;;INTERRAPIDISIMO;;;139900;65000;18365,5;0;0;;NO;;;;;;;18:08;20-04-2026;ADMITIDA;ADMITIDA;;;;;;;;18/04/2026;Admin (Zona Vip Urban);;0;;Ropa Deportiva, Moda, Deportes
05-05-2026;72522602;SI;16:39;17-04-2026;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;;;240050538289;ENTREGADO;CON RECAUDO;MAGDALENA;SANTA MARTA;Información solo visible para el Dropshipper;;INTERRAPIDISIMO;;;119000;65000;22325;0;0;;NO;;;;;;;16:15;20-04-2026;ADMITIDA;ADMITIDA;;;;;;;;18/04/2026;Admin (Zona Vip Urban);;0;;Ropa Deportiva, Moda, Deportes
05-05-2026;72508374;SI;14:33;17-04-2026;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;;;034056662924;ENTREGADO;CON RECAUDO;CUNDINAMARCA;BOGOTA;Información solo visible para el Dropshipper;;ENVIA;;;139900;65000;20805,5;0;0;;NO;;;;;;;14:35;18-04-2026;EN BODEGA ORIGEN;EN BODEGA ORIGEN;ESTADO;;;;;;;17/04/2026;Admin (Zona Vip Urban);;0;;Ropa Deportiva, Moda, Deportes
05-05-2026;72508031;SI;14:30;17-04-2026;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;;;240050512398;ENTREGADO;CON RECAUDO;VICHADA;PUERTO CARREÑO;Información solo visible para el Dropshipper;TALLA XL PANTALONETA - TALLA L CAMISETA;INTERRAPIDISIMO;;;139900;65000;39395,5;0;0;;NO;;;;;;;01:13;21-04-2026;TRANSITO NACIONAL;TRANSITO NACIONAL;;;;;;;;17/04/2026;Admin (Zona Vip Urban);;0;;Ropa Deportiva, Moda, Deportes
05-05-2026;72454651;SI;07:29;17-04-2026;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;;;240050461106;ENTREGADO;CON RECAUDO;NARIÑO;TUMACO;Información solo visible para el Dropshipper;;INTERRAPIDISIMO;;;210000;130000;26420;0;0;;NO;;;;;;;18:06;18-04-2026;TRANSITO URBANO;TRANSITO URBANO;;;;;;;;17/04/2026;Admin (Zona Vip Urban);;0;;Ropa Deportiva, Moda, Deportes
05-05-2026;72453985;SI;07:24;17-04-2026;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;;;36395529424;ENTREGADO;CON RECAUDO;ANTIOQUIA;MEDELLIN;Información solo visible para el Dropshipper;;COORDINADORA;;;120000;65000;15548;0;0;;NO;;;;;;;13:12;20-04-2026;EN TERMINAL ORIGEN;EN TERMINAL ORIGEN;;;;;;;;17/04/2026;Admin (Zona Vip Urban);;0;;Ropa Deportiva, Moda, Deportes
05-05-2026;72453799;SI;07:21;17-04-2026;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;;;240050461116;ENTREGADO;CON RECAUDO;CAUCA;FLORENCIA;Información solo visible para el Dropshipper;;INTERRAPIDISIMO;;;120000;65000;22370;0;0;;NO;;;;;;;18:09;18-04-2026;TRANSITO NACIONAL;TRANSITO NACIONAL;;;;;;;;17/04/2026;Admin (Zona Vip Urban);;0;;Ropa Deportiva, Moda, Deportes
05-05-2026;72804731;SI;10:33;20-04-2026;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;;;034056697246;DEVOLUCION;CON RECAUDO;CUNDINAMARCA;BOGOTA;Información solo visible para el Dropshipper;;ENVIA;;;120000;0;19910;14510;0;DESTINATARIO SE REHUSA A RECIBIR;NO;00:00;22-04-2026;;;;;18:29;21-04-2026;EN BODEGA ORIGEN;EN BODEGA ORIGEN;ESTADO;;;;;;;21/04/2026;Admin (Zona Vip Urban);;0;;Ropa Deportiva, Moda, Deportes
05-05-2026;72452301;SI;07:01;17-04-2026;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;;;240050461123;ENTREGADO;CON RECAUDO;CHOCO;QUIBDO;Información solo visible para el Dropshipper;;INTERRAPIDISIMO;;;120000;65000;22370;0;0;;NO;;;;;;;15:34;24-04-2026;ADMITIDA;ADMITIDA;;;;;;;;17/04/2026;Admin (Zona Vip Urban);;0;;Ropa Deportiva, Moda, Deportes
05-05-2026;72451716;SI;06:53;17-04-2026;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;;;034056653768;ENTREGADO;CON RECAUDO;CUNDINAMARCA;BOGOTA;Información solo visible para el Dropshipper;;ENVIA;;;120000;65000;19910;0;0;;NO;;;;;;;14:35;18-04-2026;EN BODEGA ORIGEN;EN BODEGA ORIGEN;ESTADO;;;;;;;17/04/2026;Admin (Zona Vip Urban);;0;;Ropa Deportiva, Moda, Deportes
05-05-2026;72451124;SI;06:45;17-04-2026;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;;;240050461137;ENTREGADO;CON RECAUDO;SANTANDER;CHARALA;Información solo visible para el Dropshipper;;INTERRAPIDISIMO;;;120000;65000;22370;0;0;;NO;;;;;;;12:12;18-04-2026;ADMITIDA;ADMITIDA;;;;;;;;17/04/2026;Admin (Zona Vip Urban);;0;;Ropa Deportiva, Moda, Deportes
05-05-2026;72450298;SI;06:34;17-04-2026;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;;;240050461151;ENTREGADO;CON RECAUDO;ANTIOQUIA;GUATAPE;Información solo visible para el Dropshipper;;INTERRAPIDISIMO;;;294000;195000;28100;0;0;;NO;;;;;;;16:06;18-04-2026;TRANSITO REGIONAL;TRANSITO REGIONAL;;;;;;;;17/04/2026;Admin (Zona Vip Urban);;0;;Ropa Deportiva, Moda, Deportes
05-05-2026;72445718;SI;03:21;17-04-2026;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;Información solo visible para el Dropshipper;;;V4002488113;ENTREGADO;SIN RECAUDO;ANTIOQUIA;MEDELLIN;Información solo visible para el Dropshipper;;VELOCES;;;65000;65000;8950;0;0;;NO;;;;;;;17:47;24-04-2026;EN CAMINO;;;;;;;;;17/04/2026;Admin (Zona Vip Urban);;0;;Ropa Deportiva, Moda, Deportes
